"measurement.ID","sites.sitename","plot.name","stand.age","dominant.life.form","dominant.veg","variable.name","date","start.date","end.date","mean","min.dbh","citation.ID","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.hist.type","regrowth.year","dist.mrs.hist.type","dist.mrs.yr"
67,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","ANPP_litterfall_1",NA,"2004","2006",3.478,NA,"Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
68,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","ANPP_woody_stem",NA,"2004","2006",3.572,"NAC","Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
69,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","ANPP_woody",NA,"2004","2006",4.512,"NAC","Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
70,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","BNPP_root_coarse",NA,"2004","2006",0.752,"NAC","Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
71,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","BNPP_root_fine",NA,"2004","2006",2.068,NA,"Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
72,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","BNPP_root",NA,"2004","2006",2.82,"NAC","Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
73,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","NPP_1",NA,"2004","2006",10.81,"NAC","Aragao_2009_aabn","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
74,"Agua Pudre plot U AGP-02","unmanaged primary forest","999","woody","2TEB","NPP_woody","NI","NI","NI",6.35,"NAC","Malhi_2011_taoe","Colombia",-3.72,-70.3,110,25.5,2723,6,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","NI"
80,"Agumbe","Mature Rain forest","999","woody","2TEB","biomass_ag","NI","NI","NI",197.4,"5","Clark_2013_ntfc","India",13.52,75.1,575,22.2,7670,8,"IndoMalay","Aw","Tropical rainforest","0.44","NAC","NAC","NAC","NAC","NAC"
81,"Agumbe","Mature Rain forest","999","woody","2TEB","biomass_root","NI","NI","NI",8.131,"NAC","Clark_2013_ntfc","India",13.52,75.1,575,22.2,7670,8,"IndoMalay","Aw","Tropical rainforest","0.44","NAC","NAC","NAC","NAC","NAC"
82,"Agumbe","Mature Rain forest","999","woody","2TEB","ANPP_litterfall_1","NI","NI","NI",1.9646,NA,"Clark_2013_ntfc","India",13.52,75.1,575,22.2,7670,8,"IndoMalay","Aw","Tropical rainforest","0.44","NAC","NAC","NAC","NAC","NAC"
