siteID,sites.sitename,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,soil.classification,soilnotes,hydrology.notes,sitenotes,siteref,area,biogeog,Koeppen,FAOecozone,siteID.v1,tropical_extratropical,indicates.site.that.lacks.info.direct.from.pub,loaded_from,loaded_by
264,Entre-Rios E. grandis x urophylla stand 5,Entre-Rios,Bahia,Brazil,-11.816667,-38.366667,220,NA,25.5,20.9,30,902,NA,sandy,Ultisol,Ultisol,NAC,NA,NA,110,Neotropics,As,Tropical dry forest,304,tropical,,,
265,Entre-Rios E. grandis x urophylla stand 6,Entre-Rios,Bahia,Brazil,-11.966667,-38.55,300,NA,25.5,20.9,30,955,NA,sandy,Entisol,Quartzipsamment,NAC,NA,NA,110,Neotropics,Aw,Tropical dry forest,309,tropical,,,
266,Entre-Rios E. grandis x urophylla stand 7,Entre-Rios,Bahia,Brazil,-11.783333,-37.9,150,NA,25.5,20.9,30,1143,NA,sandy,Ultisol,Ultisol,NAC,NA,NA,109,Neotropics,Am,Tropical rainforest,302,tropical,,,
267,Entre-Rios E. grandis x urophylla stand 8,Entre-Rios,Bahia,Brazil,-12.03333,-38.466667,310,NA,25.5,20.9,30,958,NA,sandy,Ultisol,Ultisol,NAC,NA,NA,109,Neotropics,Af,Tropical rainforest,311,tropical,,,
268,Entre-Rios E. grandis x urophylla stand 9,Entre-Rios,Bahia,Brazil,-12.083333,-38.25,180,NA,25.5,20.9,30,1008,NA,sandy,Entisol,Quartzipsamment,NAC,NA,NA,109,Neotropics,Af,Tropical rainforest,312,tropical,,,
269,Eucalyptus saligna plantation,Pepeekeo,Hawaii,United States of America,19.8411,-155.1245,350,NA,21,NAC,NAC,4000,NA,NAC,NAC,NA,NAC,NA,NA,157,Oceania,Cfb,Tropical mountain system,432,tropical,,,
270,Fazenda Cauaxi,Paragominas,Para,Brazil,-3.73,-48.29,NAC,NA,NAC,NAC,NAC,2200,NA,NAC,Dystrophic yellow latosols,NA,NAC,tropical dense moist forest,Keller et al. 2004,NA,Neotropics,Am,Tropical rainforest,1401,tropical,,,
271,Fazenda Vitoria,Paragominas,Para,Brazil,-2.983,-47.533,NAC,NA,25.95,NAC,NAC,1800,NA,clay,Latosol,Kaolinitic Yellow Latosols.,NAC,NA,NA,35,Neotropics,Am,Tropical rainforest,92,tropical,,,
272,Fazenda Vitoria 2,Paragominas,Para,Brazil,-2.916667,-47.566667,NAC,NA,NAC,NAC,NAC,1750,dry season july-december,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1403,tropical,,,
273,Finca Los Murcielagos,Lake Izabal,Izabal,Guatemala,15.583333,-89.15,55,NA,25.2,18.8,33.3,2004,NA,clay,Oxisol; Inceptisol,"Paralleling the northern perimeter of the lake is a late Paleozoic and early Mesozoic serpentine block. An alluvial delta forms a large portion of Finca Los Murcielagos. In addition to terrestrial alluviums, Simmons, Tarano and Pinto (1959) have classified two soil series which are present at lower elevations along the north lake shoreline. The Sebach series, dark-brown clays, and the Guaipol series, red-brown clays, are developed wholly or in part on serpentine material. Most of the upland soils at Finca Los Murcielagos are Oxisols, with hydromorphic forms, and Inceptisols. Black-to-yellowish-brown clays derived from limestone, serpentine and other transported materials. Other soils are sand and gravel.",NAC,NA,NA,127,Neotropics,Am,Tropical rainforest,333,tropical,,,
274,Firebreaks,NAC,Guanacaste,Costa Rica,10.8705,-85.5946,148,NA,26.8,NAC,NAC,1573,NA,NAC, Entisol  ,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical dry forest,1265,tropical,,,
275,Fireburn,NAC,Corozal,Belize,18.205,-88.188,NAC,NA,NAC,NAC,NAC,1700,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical moist forest,1316,tropical,,,
276,FLONA Tapajos Km 67,Santarem,Para,Brazil,-2.85,-54.967,NAC,NA,25.72,NAC,NAC,1882.25,NA,clay,Oxisol,Soils are nutrient-poor clay oxisols with low organic content and cation exchange capacity,NAC,NA,"www Ameriflux,",29,Neotropics,Am,Tropical rainforest,67,tropical,,,
277,FLONA Tapajos Km 83,Santarem,Para,Brazil,-3.0103,-54.5815,NAC,NA,25,NAC,NAC,1673.5,NA,clay,Oxisol,Soils are nutrient-poor clay oxisols with low organic content and cation exchange capacity,NAC,NA,"www Ameriflux,Goulden et al 2004,Miller et al 2004",30,Neotropics,Am,Tropical rainforest,66,tropical,,,
278,Forest Research Institute P. caribaea plantation,Ibadan,Oyo,Nigeria,7.366667,3.916667,NAC,NA,26.825002,19.5,NAC,1330,NA,NAC,NAC,NA,NAC,NA,NA,90,Afrotropics,Aw,Tropical rainforest,263,tropical,,,
279,Fortuna,NAC,Chiriqui,Panama,8.75,-82.25,1200,NA,20,NAC,NAC,5545,NA,NAC,NAC,NA,NAC,NA,Adamek et al. 2009 [78],NA,Neotropics,Af,Tropical rainforest,1378,tropical,,,
280,French Guiana,NAC,Guyane,French Guiana,4.75,-53,NAC,NA,25.8,NAC,NAC,2757,NA,NAC,NAC,NA,NAC,NA,NA,73,Neotropics,Af,Tropical rainforest,214,tropical,,,
281,GBO-01_Grebo F.R. 1,NAC,River Gee,Liberia,5.39,-7.62,171,NA,25.9,NAC,NAC,2350,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,227,tropical,,,
282,GBO-02_Grebo F.R. 2,NAC,River Gee,Liberia,5.4,-7.62,172,NA,25.9,NAC,NAC,2350,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,229,tropical,,,
283,GBO-03_Grebo F.R. 3,NAC,River Gee,Liberia,5.39,-7.62,175,NA,25.8,NAC,NAC,2353,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,225,tropical,,,
284,GBO-04_Grebo F.R. 4,NAC,River Gee,Liberia,5.4,-7.61,175,NA,25.9,NAC,NAC,2329,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,231,tropical,,,
285,GBO-08_Grebo F.R. 8,NAC,River Gee,Liberia,5.39,-7.62,174,NA,25.8,NAC,NAC,2353,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,226,tropical,,,
286,GBO-10_Grebo F.R. 10,NAC,River Gee,Liberia,5.4,-7.59,175,NA,25.8,NAC,NAC,2324,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,230,tropical,,,
287,GBO-11_Grebo F.R. 11,NAC,River Gee,Liberia,5.39,-7.59,175,NA,25.8,NAC,NAC,2315,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,228,tropical,,,
288,GBO-13_Grebo F.R. 13,NAC,River Gee,Liberia,5.41,-7.63,175,NA,25.9,NAC,NAC,2338,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,236,tropical,,,
289,GBO-14_Grebo F.R. 14,NAC,River Gee,Liberia,5.41,-7.62,175,NA,25.9,NAC,NAC,2338,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,233,tropical,,,
290,GBO-15_Grebo F.R. 15,NAC,River Gee,Liberia,5.41,-7.61,175,NA,25.9,NAC,NAC,2329,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,234,tropical,,,
291,GBO-16_Grebo F.R. 16,NAC,River Gee,Liberia,5.4,-7.61,175,NA,25.9,NAC,NAC,2319,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,232,tropical,,,
292,GBO-18_Grebo F.R. 18,NAC,River Gee,Liberia,5.41,-7.6,175,NA,25.9,NAC,NAC,2319,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,235,tropical,,,
293,GBO-19_Grebo F.R. 19,NAC,River Gee,Liberia,5.41,-7.6,175,NA,25.9,NAC,NAC,2299,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,237,tropical,,,
294,GBO-20_Grebo F.R. 20,NAC,River Gee,Liberia,5.41,-7.59,175,NA,25.9,NAC,NAC,2299,NA,NAC,NAC,NA,NAC,NA,NA,80,Afrotropics,Am,Tropical rainforest,238,tropical,,,
295,Gonse G10,NAC,Kadiogo,Burkina Faso,12.399398,-1.303261,300,NA,NAC,16,40,735,dry season 5-7 months,NAC,NAC,ferruginous soil,NAC,NA,NA,115,Afrotropics,BSh,Tropical dry forest,319,tropical,,,
296,Gonse G5,NAC,Kadiogo,Burkina Faso,12.399398,-1.303261,300,NA,NAC,16,40,735,dry season 5-7 months,NAC,NAC,ferruginous soil,NAC,NA,NA,115,Afrotropics,BSh,Tropical dry forest,320,tropical,,,
297,Gran Pajonal swidden recovery chronosequence,NAC,Junin,Peru,-11,-74,1100,NA,23.5,NAC,NAC,2000,NA,NAC,Ultisol,"Ultisols having distinct A, B, and C horizons. ",NAC,NA,NA,18,Neotropics,Aw,Tropical mountain system,40,tropical,,,
298,"Gran Sabana,Guayana",NAC,Bolivar,Venezuela,5,-61.3,NAC,NA,NAC,NAC,NAC,1573,rainfall seasonality index SR (%) = 0.3,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical mountain system,1191,tropical,,,
299,"Guama, Para",NAC, ,Brazil,-1.37,-48.5,NAC,NA,NAC,NAC,NAC,2751,rainfall seasonality index SR (%) = 0.39,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1192,tropical,,,
300,Guaria Annex at La Selva,Puerto Viejo de Sarapapiqui,Heredia,Costa Rica,10.445,-84.025,50,"ori coords (10 26N, 86 59W) fell in ocean. Used best judgment to obtain new coords",24,NAC,NAC,4000,NA,NAC,Inceptisol,"Fluventic Dystropepts from volcanic alluvium. Deep, well drained, stone-free, acid, with low-medium organic matter before planting",NAC,NA,NA,106,Neotropics,Am,Tropical rainforest,299,tropical,,,
301,Gunung Mulu (alluvial forest),NAC,Sarawak,Malaysia,4.02,114.8,50,NA,26.8,NAC,NAC,5090,NA,NAC,NAC,peaty-podsolic; pH 4.4;,NAC,NA,NA,63,IndoMalay,Af,Tropical rainforest,187,tropical,,,
302,Gunung Mulu (dipterocarp forest),NAC,Sarawak,Malaysia,4.04,114.85,225,NA,26.8,NAC,NAC,5110,NA,NAC,NAC,"red-yellow podsolic, heavy texture; pH 4.1",NAC,NA,NA,63,IndoMalay,Af,Tropical rainforest,188,tropical,,,
303,Gunung Mulu (heath forest),NAC,Sarawak,Malaysia,4.14,114.88,170,NA,26.8,NAC,NAC,5700,NA,NAC,NAC,humus podzol; pH 3.6,NAC,NA,NA,63,IndoMalay,Af,Tropical rainforest,190,tropical,,,
304,Gunung Mulu (limestone forest),NAC,Sarawak,Malaysia,4.12,114.88,300,NA,26.8,NAC,NAC,5700,NA,NAC,NAC,shallow black organic mull-humus; pH 6.1,NAC,NA,NA,63,IndoMalay,Af,Tropical rainforest,189,tropical,,,
305,Guyaflux,NAC,Guyane,French Guiana,5.28,-52.91,35,NA,25.75,NAC,NAC,2914,NA,sandy loam,NAC,NA,NAC,NA,"Fluxnet,pers. Commun. Bonal,",75,Neotropics,Af,Tropical rainforest,216,tropical,,,
306,Guzman pine plantation,NAC,Puerto Rico,United States of America,18.3,-66.833333,215,NA,22.3,NAC,NAC,3920,NA,clay,Ultisol,"Los Guineos clay and Yunque clay (clayey, mixed, isother- mic Epiaquic Palehumults)",NAC,NA,NA,136,Neotropics,Am,Tropical rainforest,348,tropical,,,
307,Guzman secondary forest,NAC,Puerto Rico,United States of America,18.3,-66.833333,215,NA,22.3,NAC,NAC,3920,NA,clay,Ultisol,"Los Guineos clay and Yunque clay (clayey, mixed, isother- mic Epiaquic Palehumults)",NAC,NA,NA,136,Neotropics,Am,Tropical rainforest,352,tropical,,,
308,Hawaii Site 1,NAC,Hawaii,United States of America,19.75,-155.25,290,NA,22.2,NAC,NAC,4000,NA,NAC,NAC,Pahoehoe lava,NAC,Meterosideros forest,Raich et al. 1997,157,Oceania,Cfb,Tropical mountain system,427,tropical,,,
309,Hawaii Site 2,NAC,Hawaii,United States of America,19.75,-155.25,700,NA,19.3,NAC,NAC,5800,NA,NAC,NAC,Pahoehoe lava,NAC,Meterosideros forest,Raich et al. 1997,157,Oceania,Cfb,Tropical mountain system,428,tropical,,,
310,Hawaii Site 3,NAC,Hawaii,United States of America,19.75,-155.25,1130,NA,15.3,NAC,NAC,4400,NA,NAC,NAC,Pahoehoe lava,NAC,Meterosideros forest,Raich et al. 1997,157,Oceania,Cfb,Tropical mountain system,429,tropical,,,
311,Hawaii Site 4,NAC,Hawaii,United States of America,19.75,-155.25,1660,NA,13,NAC,NAC,2600,NA,NAC,NAC,Pahoehoe lava,NAC,Meterosideros forest,Raich et al. 1997,157,Oceania,Cfb,Tropical mountain system,430,tropical,,,
312,Hawaii Site 5,NAC,Hawaii,United States of America,19.75,-155.25,700,NA,19.3,NAC,NAC,5800,NA,clay loam,NAC,Pahoehoe lava,NAC,Meterosideros forest,"Clarck et al 2001,Raich et al. 1997",157,Oceania,Cfb,Tropical mountain system,425,tropical,,,
313,Hawaii Site 6,NAC,Hawaii,United States of America,19.75,-155.25,1660,NA,13,NAC,NAC,2600,NA,clay loam,NAC,Pahoehoe lava,NAC,Meterosideros forest,"Clarck et al 2001,Raich et al. 1997",157,Oceania,Cfb,Tropical mountain system,426,tropical,,,
314,Heishiding,NAC,Guangdong,China,23.45,111.88,380,"ori coords (23.45, 111.32) are in a different district",19.6,NAC,NAC,1744,NA,NAC,NAC,red soil; SOC=2.66%,NAC,NA,NA,156,IndoMalay,Cfa,Subtropical humid forest,423,tropical,,,
315,Hondura,NAC,Alajuela,Costa Rica,10.2844,-84.1757,863,NA,20.8,NAC,NAC,5002,NA,NAC, Entisol  ,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1311,tropical,,,
316,Hotel,NAC,Puntarenas,Costa Rica,9.7601,-84.6145,38,NA,27.7,NAC,NAC,2950,NA,NAC, Ultisol  ,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical moist forest,1283,tropical,,,
318,Howard Springs Fluxnet site,Darwin,Northern Territory,Australia,-12.4952,131.1523,NAC,Beringer 2007 and Hutley 2005 gave different coordinates. Coordinates here obtained from OzFlux website in June 2017.,NAC,23.2,31.9,1750,climate from Hutley 2005,"sand, sandy loam",Alfisol,red Kandosol (Oxic Paleustalf),NAC,"wet coastal tropical eucalypt savanna, subject to near-annual fire frequency","Hutley et al. 2005, Beringer et al. 2007, OzFlux",3,Australasia,Aw,Tropical dry forest,7,tropical,,,
319,Huanchaca Dos plot 1,NAC,Santa Cruz,Bolivia,-14.56,-60.75,615,NA,21,NAC,NAC,1509,Dry season length 6.44 mths,NAC,inceptisol,NA,Gallery forest,NA,NA,9,Neotropics,Aw,Tropical rainforest,21,tropical,,,
320,Huanchaca Dos plot 2,NAC,Santa Cruz,Bolivia,-14.57,-60.74,615,NA,21.5,NAC,NAC,1504,Dry season length 6.44 mths,NAC,inceptisol,NA,Gallery forest,NA,NA,9,Neotropics,Aw,Tropical rainforest,20,tropical,,,
321,Igarape Acu,Belem,Para,Brazil,-1.136,-47.617,60,NA,26,NAC,NAC,2400,NA,NAC,Ultisol,The soils are predominantly Typic Kandiudults (Rego et al. 1993) of poor nutrient status (Table 1),NAC,NA,NA,40,Neotropics,Am,Tropical rainforest,118,tropical,,,
322,Iguana,NAC,San Jose,Costa Rica,9.8451,-84.5292,160,NA,26.9,NAC,NAC,2900,NA,NAC, Alfisol  ,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical moist forest,1274,tropical,,,
323,Infierno,NAC,Madre de Dios,Peru,-12.73,-69.7,226,NA,25.2,NAC,NAC,3232,Dry season length 1.77 mths,NAC,Holocene alluvial,NA,terra firma,NA,NA,13,Neotropics,Af,Tropical rainforest,479,tropical,,,
324,INPA 1,NAC,Santa Cruz,Bolivia,-16.311,-61.695,NAC,NA,NAC,NAC,NAC,1170,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical moist forest,1317,tropical,,,
325,INPA 2,NAC,Santa Cruz,Bolivia,-16.142,-61.728,NAC,NA,NAC,NAC,NAC,1170,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical moist forest,1318,tropical,,,
326,ITU-01_Ituri Mono-dominant,NAC,Orientale,Congo,1.35,28.45,750,NA,24.5,NAC,NAC,1750,NA,NAC,NAC,NA,NAC,NA,NA,53,Afrotropics,Af,Tropical rainforest,141,tropical,,,
327,ITU-02_Ituri Mono-dominant,NAC,Orientale,Congo,1.35,28.53,750,NA,24.3,NAC,NAC,1745,NA,NAC,NAC,NA,NAC,NA,NA,53,Afrotropics,Af,Tropical rainforest,142,tropical,,,
328,ITU-03_Ituri Mono-dominant,NAC,Orientale,Congo,1.33,28.6,750,NA,24.3,NAC,NAC,1724,NA,NAC,NAC,NA,NAC,NA,NA,53,Afrotropics,Af,Tropical rainforest,140,tropical,,,
329,ITU-04_Ituri,NAC,Orientale,Congo,1.45,28.42,750,NA,24.1,NAC,NAC,1793,NA,NAC,NAC,NA,NAC,NA,NA,53,Afrotropics,Af,Tropical rainforest,149,tropical,,,
330,ITU-05_Ituri,NAC,Orientale,Congo,1.42,28.5,750,NA,24,NAC,NAC,1779,NA,NAC,NAC,NA,NAC,NA,NA,53,Afrotropics,Af,Tropical rainforest,144,tropical,,,
331,ITU-06_Ituri,NAC,Orientale,Congo,1.43,28.58,750,NA,24.4,NAC,NAC,1743,NA,NAC,NAC,NA,NAC,NA,NA,53,Afrotropics,Af,Tropical rainforest,145,tropical,,,
332,J.M. Tucker Amazonian Brazil chronosequence,NAC,Para,Brazil,-1.25,-46.75,NAC,NA,25.375,NAC,NAC,2841,NA,sand,NAC,NA,NAC,NA,data from J.M. Tucker unpublished,39,Neotropics,Am,Tropical rainforest,117,tropical,,,
333,Jacaranda plots 1-5,Manaus,Amazonas,Brazil,-2.38,-60.1,73,NA,27.1,NAC,NAC,2272,"Dry season length 3 mths. Liu coords (-2.38, - 60.1)",NAC,older oxisol & fluvent,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,111,tropical,,,
334,Jacaranda plots 6-10,Manaus,Amazonas,Brazil,-2.38,-60.1,73,NA,27.1,NAC,NAC,2272,"Dry season length 3 mths. Liu coords (-2.38, - 60.1)",NAC,older oxisol & fluvent,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,112,tropical,,,
335,Jacaranda/K34,NAC,Amazonas,Brazil,-2.6,-60.2,100,NA,26.83,NAC,NAC,2734,NA,clay,NAC,NA,NAC,NA,"Chambers et al 2004,",33,Neotropics,Af,Tropical rainforest,96,tropical,,,
336,Janauaca,Manaus,Amazonas,Brazil,-3.06,-60,NAC,NA,25.6,NAC,NAC,2100,NA,clay,Podsol,Plinthic dystric podsols,NAC,NA,NA,34,Neotropics,Af,Tropical rainforest,83,tropical,,,
337,Jari 1,NAC,Amapa,Brazil,-1,-52.05,82,NA,26.7,NAC,NAC,2403,Dry season length 3.95 mths,NAC,older oxisol,NA,terra firma,NA,NA,42,Neotropics,Am,Tropical rainforest,120,tropical,,,
338,"Jari, Para secondary",NAC,Amapa,Brazil,-1,-52,NAC,NA,NAC,NAC,NAC,2293,rainfall seasonality index SR (%) = 0.32,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1194,tropical,,,
339,"Jari,Para primary",NAC,Amapa,Brazil,-1,-52,NAC,NA,NAC,NAC,NAC,2293,rainfall seasonality index SR (%) = 0.39,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1193,tropical,,,
340,Jatun Sacha 2,NAC,Napo,Ecuador,-1.07,-77.6,450,NA,23.9,NAC,NAC,3663,Dry season length 0.18 mths,NAC,inceptisol/oxisol,NA,terra firma,NA,NA,43,Neotropics,Af,Tropical rainforest,124,tropical,,,
341,Jatun Sacha 3,NAC,Napo,Ecuador,-1.07,-77.67,450,NA,23.6,NAC,NAC,3828,Dry season length 0.18 mths,NAC,ultisol/inceptisol,NA,terra firma,NA,NA,43,Neotropics,Af,Tropical rainforest,121,tropical,,,
342,Jatun Sacha 4,NAC,Napo,Ecuador,-1.07,-77.67,450,NA,23.6,NAC,NAC,3828,Dry season length 0.18 mths,NAC,inceptisol,NA,terra firma,NA,NA,43,Neotropics,Af,Tropical rainforest,122,tropical,,,
343,Jatun Sacha 5,NAC,Napo,Ecuador,-1.07,-77.67,450,NA,23.6,NAC,NAC,3828,Dry season length 0.18 mths,NAC,Holocene alluvial,NA,"terra firma, floodplain",NA,NA,43,Neotropics,Af,Tropical rainforest,123,tropical,,,
344,Jau National-Park,NAC,Amazonas,Brazil,-1.900126,-61.450297,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,IGAPO,NA,37,Neotropics,Af,Tropical rainforest,113,tropical,,,
345,Jenaro Herrera,NAC,Loreto,Peru,-4.92,-73.73,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,Chao et al. (2008a),NA,Neotropics,Af,Tropical rainforest,1412,tropical,,,
346,Jenaro Herrera: Spichiger,NAC,Loreto,Peru,-4.92,-73.73,116,NA,26.69,NAC,NAC,2715,Dry season length 0.97 mths,NAC,ultisol,NA,terra firma,NA,NA,173,Neotropics,Af,Tropical rainforest,483,tropical,,,
347,Jenaro High Restinga,NAC,Loreto,Peru,-4.92,-73.73,116,NA,26.69,NAC,NAC,2715,Dry season length 0.97 mths,NAC,entisol,NA,Seasonally flooded (1 mo),NA,"Nebel et al.(2001a, b)",173,Neotropics,Af,Tropical rainforest,480,tropical,,,
348,Jenaro Low Restinga,NAC,Loreto,Peru,-4.92,-73.73,116,NA,26.69,NAC,NAC,2715,Dry season length 0.97 mths,NAC,entisol,NA,seasonally flooded (2 month),NA,"Nebel et al.(2001a, b)",173,Neotropics,Af,Tropical rainforest,481,tropical,,,
349,Jenaro Tahuampa,NAC,Loreto,Peru,-4.92,-73.73,116,NA,26.69,NAC,NAC,2715,Dry season length 0.97 mths,NAC,entisol,NA,Seasonally flooded (4 months),NA,"Nebel et al.(2001a, b)",173,Neotropics,Af,Tropical rainforest,482,tropical,,,
350,Jianfengling,NAC,Hainan,China,18.61,108.84,890,NA,19.8,14.8,NAC,2348.75,NA,clay,NAC,lateritic yellow soil,NAC,NA,NA,150,IndoMalay,Aw,Tropical moist forest,400,tropical,,,
351,Jianfengling 2,NAC,Hainan,China,18.71,108.83,875,"ori coords show up in Laos, new coords from gmaps",22.6,NAC,NAC,2206,NA,NAC,NAC,NA,NAC,NA,NA,150,IndoMalay,Aw,Tropical moist forest,399,tropical,,,
352,Jianfengling.Wufenqu.P8302,NAC,Hainan,China,18.728889,108.893611,867,NA,19.8,14.8,NAC,2449,NA,clay,NAC,lateritic yellow soil; SOC=1.10%,NAC,NA,NA,150,IndoMalay,Aw,Tropical moist forest,401,tropical,,,
353,Jianfengling.Wufenqu.P9201,NAC,Hainan,China,18.729722,108.889722,893,NA,19.8,14.8,NAC,2449,NA,clay,NAC,lateritic yellow soil; SOC=2.40%,NAC,NA,NA,150,IndoMalay,Aw,Tropical moist forest,402,tropical,,,
354,Johnson et al 2000_moist_4,NAC,Darien,Panama,9,-78,NAC,NA,27.11666,NAC,NAC,2295,NA,NAC,Vertisol,Vertisol. Dark gray or black; high montmorillonite; lime concretions,NAC,NA,NA,96,Neotropics,Aw,Tropical rainforest,276,tropical,,,
355,Johnson et al 2000_nonsandy subtropical_1,NAC,Mae Hong Son,Thailand,19,98,NAC,NA,24.15833,NAC,NAC,1494,NA,NAC,Inceptisol-Oxisol,Inceptisol-Oxisol,NAC,NA,NA,145,IndoMalay,Aw,Tropical moist forest,387,tropical,,,
356,Johnson et al 2000_sandy subtropical_1,Peixe Boi,Para,Brazil,-1,-47,NAC,NA,25.5333,NAC,NAC,2841,NA,sand,Oxisol,Oxisol,NAC,NA,NA,41,Neotropics,Am,Tropical rainforest,119,tropical,,,
357,Juruena,NAC,Mato Grosso,Brazil,-10.48,-58.47,NAC,Fazenda Rohsamar,24.8,NAC,NAC,2200,NA,NAC,Oxisol/Ultisol,dystrophic Oxisols and Ultisols,NAC,NA,Feldspauch et al. 2005 (ref in Palace 2007,NA,Neotropics,Aw,Tropical rainforest,1402,tropical,,,
358,Kabaung reserved forest compartment 103,NAC,Bago,Myanmar,18.875,96.058333,300,NA,NAC,21.4,32.7,1966,Most of the rainfall occurs during the rainy season (May-Oct),NAC,Ultisol,NA,NAC,NA,NA,NA,IndoMalay,Aw,Tropical rainforest,1233,tropical,,,
359,Kade,NAC,Eastern,Ghana,6.15,-0.92,150,NA,26.5,NAC,NAC,1650,NA,clay loam,Ultisol,Ultisol (paleudults of clay loam texture),NAC,moist semi-deciduous secondary forest,"Nye & Greenland 1998, Nye 1961;Greenland and Kowal 1960",85,Afrotropics,Aw,Tropical rainforest,251,tropical,,,
360,Kagneri,NAC,Karnataka,India,12.82,75.6,500,NA,28.6,NAC,NAC,6100,NA,NAC,NAC,Oxisol,NAC,Rain forest,"Rai and Proctor 1986a,b",122,IndoMalay,Aw,Tropical rainforest,327,tropical,,,
361,KDE-01h_Kade elluvial,NAC,Eastern Region,Ghana,6.32,-0.92,170,NA,25.6,NAC,NAC,1642,NA,NAC,NAC,NA,NAC,NA,NA,85,Afrotropics,Aw,Tropical rainforest,252,tropical,,,
362,KDE-02i_Kade colluvial,NAC,Eastern Region,Ghana,6.32,-0.92,150,NA,25.6,NAC,NAC,1642,NA,NAC,NAC,NA,NAC,NA,NA,85,Afrotropics,Aw,Tropical rainforest,253,tropical,,,
363,Kembera,NAC,West Kalimantan,Indonesia,-0.4,110.1,350,NA,NAC,NAC,NAC,3608,NA,NAC,Ultisol/Oxisol,NA,NAC,NA,NA,NA,IndoMalay,Af,Tropical rainforest,1231,tropical,,,
364,Kenia KEN01,NAC,Santa Cruz,Bolivia,-16.02,-62.73,384,NA,23.4,NAC,NAC,1310,NA,sandy loam,Cambisol,NA,NA,Dry ecotone between forest and savanna,Araujo-Murakami et al. 2014,166,Neotropics,Aw,Tropical moist forest,461,tropical,,,
365,Kenia KEN02,NAC,Santa Cruz,Bolivia,-16.02,-62.73,384,NA,23.4,NAC,NAC,1310,NA,sandy loam,Cambisol,NA,NA,Dry ecotone between forest and savanna,Araujo-Murakami et al. 2014,166,Neotropics,Aw,Tropical moist forest,462,tropical,,,
366,Khao Chong,NAC,Trang,Thailand,7.58,99.8,NI,NA,27.2,NAC,NAC,2696,NA,NAC,NAC,NA,NAC,Tropical rain forest,Kira et al. 1967,98,IndoMalay,Am,Tropical rainforest,283,tropical,,,
367,Kibale National Park,NAC,Kamwenge,Uganda,0.45,30.425,1500,NA,NAC,NAC,NAC,1700,NA,NAC,NAC,NA,NAC,NA,NA,NA,Afrotropics,As,Tropical rainforest,1230,tropical,,,
368,Kohala,NAC,Hawaii,United States of America,20.14,-155.7,1122,NA,16,NAC,NAC,2500,NA,loam,Andisol,Andisol,NAC,Metrosideros polymorpha,"Clark et al 2001,Herbert and Fownes, 1999; Crews et al. 1995 for site data",158,Oceania,Af,Tropical mountain system,434,tropical,,,
369,Kokee,Kauai,Hawaii,United States of America,22.05,-159.5,1134,NA,16,NAC,NAC,2500,NA,clay loam,Oxisol,Oxisol,NAC,Metrosideros polymorpha,"Clarck et al 2001,Herbert and Fownes, 1999; Crews et al. 1995 for site data",161,Oceania,Af,Tropical mountain system,442,tropical,,,
