siteID,sites.sitename,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,soil.classification,soilnotes,hydrology.notes,sitenotes,siteref,area,biogeog,Koeppen,FAOecozone,siteID.v1,tropical_extratropical,indicates.site.that.lacks.info.direct.from.pub,loaded_from,loaded_by
1806,Thompson NSA (NOBS),NAC,Manitoba,Canada,55.879,-98.484,259,NA,-0.2,NAC,NAC,352,NA,clay,NAC,NA,NA,NA,"www Ameriflux,Kimball et al 1997,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1807,Thompson NSA (NOJP),NAC,Manitoba,Canada,55.9,-98.47,259,NA,-1.6,NAC,NAC,447,NA,clay,NAC,NA,NA,NA,"www Amerifluw,Kimball et al 1997,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1808,Thompson NSA (NYJP),NAC,Manitoba,Canada,55.9,-98.47,259,NA,-1.6,NAC,NAC,447,NA,clay,NAC,NA,NA,NA,"Ryan et al 1997,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1809,Thompson Seattle,NAC,Washington,United States of America,47.38,-121.95,210,NA,9.8,NAC,NAC,1360,NA,loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_107,",212,Nearctic,Csb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1810,Thompson wet chronosequence,NAC,Manitoba,Canada,55.8,-97.87,NAC,NA,0.1,-25,15.7,536,NA,NAC,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"other ref: Ameriflux, USDA 2011",NA,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #674,Maria
1811,Thompson wet chronosequence w12,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1812,Thompson wet chronosequence w131,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1813,Thompson wet chronosequence w20,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1814,Thompson wet chronosequence w3,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1815,Thompson wet chronosequence w37,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1816,Thompson wet chronosequence w6,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1817,Thompson wet chronosequence w71,NAC,Manitoba,Canada,55.88,-98.33,260,NA,0.8,NAC,NAC,439,NA,clay,Alfisol,Luvic Gleysols (Aqualfs),NA,NA,"Bond-Lamberty et al 2004,",253,Nearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1818,Tianchi,Fukang,Xinjiang,China,44.2,88,NAC,NA,-1.1,NAC,NAC,827,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,BWk,Temperate desert,NA,extratropical,,Liu 2014: #451,Maria
1819,Tianshan,Wusu,Xinjiang,China,43.3,88.3,NAC,NA,-0.1,NAC,NAC,677,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,BSk,Temperate mountain system,NA,extratropical,,Liu 2014: #461,Maria
1820,Tiantong Fangyang Hill,Ningbo,Zhejiang,China,29.8,121.783333,260,NA,16.2,4.2,28.1,1374.7,NA,NAC,NAC,"mountain yellow-red soil, parent material includes Mesozoic sedimentary rocks, some acidic igneous rocks, and granite residual weathered material",NA,NA,NA,189,IndoMalay,Cfa,Subtropical humid forest,NA,extratropical,,,Maria
1821,Tomakomai Experimental Forest.Horonai stream basin,Horonobe,Hokkaido,Japan,42.67,141.6,70,NA,7.1,NAC,NAC,1200,NA,sand,Regosols,Volcanic regosol. parent material of soil consist of clastic pumice and sand deposited by eruptions of Mt Tarumae in 1667 and 1739,Horonai stream basin,NA,NA,295,Palearctic,Dfb,Temperate continental forest,NA,extratropical,,,Maria
1822,Tomakomai National Forest,Horonobe,Hokkaido,Japan,42.733333,141.516667,140,NA,5.9,NAC,NAC,1265,NA,NAC,Regosols,Volcanic regosol. high water permeability and poor nutrients.,NA,NA,NA,295,Palearctic,Dfb,Temperate continental forest,NA,extratropical,,,Maria
1823,Tomsk 1,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1824,Tomsk 10,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1825,Tomsk 11,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1826,Tomsk 2,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1827,Tomsk 3,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1828,Tomsk 4,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1829,Tomsk 5,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1830,Tomsk 6,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1831,Tomsk 7,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1832,Tomsk 8,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1833,Tomsk 9,NAC,Tomsk,Russia,58,83,NI,NA,1.2,NAC,NAC,520,NA,clay loam,NAC,NA,NA,NA,"Krankina 1999,",410,Palearctic,Dfc,Boreal coniferous forest,NA,extratropical,*,Luyssaert2007,Maria
1834,Trento S1,NAC,Trentino,Italy,46,11.1,220,NA,11.6,NAC,NAC,951,NA,clay loam,NAC,NA,NA,NA,"Rodeghiero and Cescatti 2006,",205,Palearctic,Dfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1835,Trento S2,NAC,Trentino,Italy,46,11.1,420,NA,11,NAC,NAC,959,NA,clay loam,NAC,NA,NA,NA,"Rodeghiero and Cescatti 2006,",205,Palearctic,Dfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1836,Trento S3,NAC,Trentino,Italy,46,11,760,NA,9.5,NAC,NAC,961,NA,clay loam,NAC,NA,NA,NA,"Rodeghiero and Cescatti 2006,",205,Palearctic,Cfb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1837,Trento S4,NAC,Trentino,Italy,46.05,11.06,1220,NA,8.5,NAC,NAC,982,NA,clay loam,NAC,NA,NA,NA,"Rodeghiero and Cescatti 2006,",205,Palearctic,Dfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1838,Trento S5,NAC,Trentino,Italy,46.03,11.05,1150,NA,5.9,NAC,NAC,1015,NA,clay loam,NAC,NA,NA,NA,"Rodeghiero and Cescatti 2006,",205,Palearctic,Dfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1839,Triangle site,Saxapahaw,North Carolina,United States of America,36,-79,144,NA,15.6,NAC,NAC,1150,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_100,ods,",246,Nearctic,Cfa,Subtropical humid forest,NA,extratropical,*,Luyssaert2007,Maria
1840,Trounson Forest Reserve,NAC,Northland,New Zealand,-35.72,173.63,260,NA,13.9,NAC,NAC,1640,NA,clay,NAC,semi mature northern brown granular clay from andesite and dolerite,NA,NA,NA,NA,Australasia,Cfb,Subtropical humid forest,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #104,Maria
1841,Tumbara,NAC,New South Wales,Australia,-35.66,148.15,1200,NA,NAC,NAC,NAC,NAC,NA,clay loam,NAC,NA,NA,NA,"Fluxnet workshop 2007,",181,Australasia,Cfb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1842,Tumbarumba flux station,NAC,New South Wales,Australia,-35.655722,148.152083,1200,NA,NAC,-1.4,23.5,986,NA,clay,Entisol,"The soil is classified as an acidic, eutrophic, red dermosol, 3-4 m deep which includes a weathered C horizon, and has a moderate nutrient status and amounts of stored C.",NA,NA,NA,181,Australasia,Cfb,Temperate mountain system,NA,extratropical,,,
1843,Tura,Evenkia Autonomous District,Central Siberia,Russia,64.2,100.45,250,NA,-8.9,-36,17,360,min and max mean monthly air temp.,loamy sand,Gelisol,Haplic or Oxyaquic Cryosol/Gelisol, Southern side of the Nizhnyaya Tunguska River,NA,"Saigusa et al 2008, asiaflux",435,Palearctic,Dfc,Boreal mountain system,NA,extratropical,,Yu2014,Maria
1844,"Tura, right bank of Kochechum River",Evenkia Autonomous District,Central Siberia,Russia,64.316667,100.216667,200,NA,-9.5,-36.7,16.3,322,min and max monthly means,NAC,NAC,basalt bedrock,NA,NA,NA,NA,Palearctic,Dfc,Boreal mountain system,NA,extratropical,,Liu2014/ori,Maria
1845,Turkey Point Flux Station White Pine Chronosequence,Simcoe,Ontario,Canada,43.183,-80.599,NAC,NA,8.1,NAC,NAC,832,NA,sandy/sandy loam,Luvisol,"The soil type is a brunicolic grey brown luvisol in the 2-, 30-, and 65-year-old stands, and a gleyed brunisolic luvisol soil in the 15-year-old stand.",NA,NA,NA,194,Nearctic,Dfb,Temperate continental forest,NA,extratropical,,,
1846,UMBS harvest and fire chronosequence,NAC,Michigan,United States of America,45.5916667,-84.716667,230,NA,5.5,NAC,NAC,817,NA,sandy,NAC,mixed frigid Entic Haplothods (Rubicon series),NA,NA,"Gough et al 2007,",202,Nearctic,Dfb,Temperate continental forest,NA,extratropical,*,Luyssaert2007,Maria
1847,University of Michigan,NAC,Michigan,United States of America,45.59,-84.71,234,NA,6.8,NAC,NAC,633.6,NA,loam,NAC,NA,NA,NA,"www Ameriflux,Gough et al 2007,",202,Nearctic,Dfb,Temperate continental forest,NA,extratropical,*,Luyssaert2007,Maria
1848,University of Michigan Biological Station (UMBS) ,NAC,Michigan,United States of America,45.583,-84.7,NAC,NA,6.2,NAC,NAC,750,NA,sandy (90:6:1 sand:silt:clay),Spodosol,"Soils are predominantly excessively drained spodosols, entic haplorthod",NA,NA,NA,202,Nearctic,Dfb,Temperate continental forest,NA,extratropical,,Bety-DB data download 4/10/2014 (Matlab output),
1849,University of Michigan Biological Station burn and clearcut experimental plots,NAC,Michigan,United States of America,45.57,-84.7,NAC,NA,5.4,NAC,NAC,820,NA,NAC,NAC,NA,NA,NA,NA,202,Nearctic,Dfb,Temperate continental forest,NA,extratropical,,,
1850,University of Michigan Biological Station Populus grandidentata chronosequence,NAC,Michigan,United States of America,45.57,-84.7,NAC,NA,6.2,NAC,NAC,820,NA,NAC,NAC,NA,NA,NA,NA,202,Nearctic,Dfb,Temperate continental forest,NA,extratropical,,,
1851,US-UMB,NAC,Michigan,United States of America,45.56,-84.71,234,NA,7.3,NAC,NAC,824,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Dfb,Temperate continental forest,NA,extratropical,,Yu2014,Maria
1852,USA 1,NAC,Missouri,United States of America,38.8,-92.2,NI,NA,12.8,NAC,NAC,940,NA,clay loam,NAC,NA,NA,NA,"Esser et al 1997 obs_216,",411,Nearctic,Cfa,Temperate steppe,NA,extratropical,*,Luyssaert2007,Maria
1853,USA 2,NAC,Oregon,United States of America,44,-122,NI,NA,8.5,NAC,NAC,2300,NA,loam,NAC,NA,NA,NA,"Esser et al 1997 obs_58,",299,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1854,USA 3,NAC,Washington,United States of America,47.32,-121.58,NI,NA,5.4,NAC,NAC,2730,NA,loam,NAC,NA,NA,NA,"Esser et al 1997 obs_2478,",213,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1855,USA 4,NAC,Washington,United States of America,47.32,-121.58,NI,NA,5.4,NAC,NAC,2730,NA,loam,NAC,NA,NA,NA,"Esser et al 1997 obs_2479,",213,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1856,USA 5,NAC,Washington,United States of America,47.87,-122.95,NI,NA,9.8,NAC,NAC,1364,NA,clay,NAC,NA,NA,NA,"Esser et al 1997 obs_113,",412,Nearctic,Csb,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1857,Valles Caldera Mixed Conifer ,NAC,New Mexico,United States of America,35.89,-106.53,3049,NA,3.1,NAC,NAC,667,NA,coarse sandy loam,NAC,NA,NA,NA,Anderson-Teixeira et al 2011,NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Baldocchi,Maria
1858,Valles Caldera Ponderosa Pine ,NAC,New Mexico,United States of America,35.86,-106.6,2486,NA,6.3,NAC,NAC,550,NA,silt loam,NAC,NA,NA,NA,Anderson-Teixeira et al 2011,NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Baldocchi,Maria
1859,Vancouver Island DF49,NAC,British Columbia,Canada,49.868833,-125.335083,320,NA,8.55,NAC,NAC,1281.5,NA,loam,humo-ferric podzol (Chen 2009),NA,NA,NA,"Humpreys et al 2006,",413,Nearctic,Csb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1860,Vancouver Island HDF00,NAC,British Columbia,Canada,49.866967,-125.278833,188,NA,8.8,NAC,NAC,1123,NA,loam,NAC,NA,NA,NA,"Humpreys et al 2006,",413,Nearctic,Csb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1861,Vancouver Island HDF88,NAC,British Columbia,Canada,49.536247,-124.901994,173,NA,9.5,NAC,NAC,1246,NA,loam,NAC,NA,NA,NA,"Humpreys et al 2006,",414,Nearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1862,Vancouver Island unmanaged plantation,NAC,British Columbia,Canada,49.8721667,-125.2922833,175,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NA,NA,Humphreys et al 2005,NA,Nearctic,Csb,Boreal coniferous forest,NA,extratropical,,Baldocchi,Maria
1863,Vielsalm,NAC,Luxembourg,Belgium,50.31,6,450,NA,7.73,NAC,NAC,1013.8,NA,loam,Cambisol,soil class from Granier2007,NA,NA,"CD Carbodata, Granier et al 2007",415,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert/Granier,Maria
1864,Virelles,NAC,Hainaut,Belgium,50.07,4.35,245,NA,8.5,NAC,NAC,952,NA,loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_2,",337,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1865,"WACASC,Mt. Rainier NP 1",NAC,Washington,United States of America,46.77,-121.74,NAC,NA,4.1,NAC,NAC,2812,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #65,Maria
1866,"WACASC,Mt. Rainier NP 2",NAC,Washington,United States of America,47,-121.88,NAC,NA,8.1,NAC,NAC,2112,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #63,Maria
1867,"WACASC,Mt. Rainier NP 3",NAC,Washington,United States of America,46.78,-121.78,NAC,NA,6,NAC,NAC,2658,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #66,Maria
1868,"WACASC,Mt. Rainier NP 4",NAC,Washington,United States of America,46.82,-121.55,NAC,NA,5.4,NAC,NAC,2249,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #64,Maria
1869,"WACASC,Mt. Rainier NP 5",NAC,Washington,United States of America,46.96,-121.84,NAC,NA,3.9,NAC,NAC,2500,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #62,Maria
1870,"WACASC,Mt. Rainier NP 6",NAC,Washington,United States of America,46.75,-121.8,NAC,NA,6.1,NAC,NAC,2421,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #67,Maria
1871,"WACASC,Mt. Rainier NP 7",NAC,Washington,United States of America,46.74,-121.89,NAC,NA,8.8,NAC,NAC,2166,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #68,Maria
1872,"WACASC,Mt. Rainier NP 8",NAC,Washington,United States of America,46.83,-121.55,NAC,NA,6.6,NAC,NAC,2257,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #69,Maria
1873,"WACASC,Mt. Rainier NP 9",NAC,Washington,United States of America,46.92,-121.54,NAC,NA,7.3,NAC,NAC,2076,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #70,Maria
1874,"WACASC,Wind River",NAC,Washington,United States of America,45.83,-121.97,NAC,NA,7.8,NAC,NAC,2496,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Liu 2014: #71,Maria
1875,"WACOAST,Olympic Peninsula 1",Olympic Peninsula,Washington,United States of America,47.78,-123.91,NAC,NA,8.2,NAC,NAC,3669,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Liu 2014: #72,Maria
1876,"WACOAST,Olympic Peninsula 2",Olympic Peninsula,Washington,United States of America,47.43,-123.87,NAC,NA,8.9,NAC,NAC,2893,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Liu 2014: #73,Maria
1877,"WACOAST,Olympic Peninsula 3",Olympic Peninsula,Washington,United States of America,47.43,-123.87,NAC,NA,8.9,NAC,NAC,2899,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Liu 2014: #75,Maria
1878,"WACOAST,Olympic Peninsula 4",Olympic Peninsula,Washington,United States of America,47.83,-123.99,NAC,NA,8.9,NAC,NAC,3026,NA,NAC,NAC,NA,NA,NA,"other ref: USDA, 2011.",NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Liu 2014: #78,Maria
1879,Waldo Lake (cool dry),NAC,Oregon,United States of America,43.5,-122,NAC,NA,4.6,NAC,NAC,404,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #168,Maria
1880,Waldstein 2 Picea abies,NAC,Bayern,Germany,50.15,11.87,NAC,NA,5.8,NAC,NAC,1100,NA,NAC,NAC,NA,NA,NA,Schulze et al. 1999,NA,Palearctic,Cfb,Temperate oceanic forest,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #207,Maria
1881,Walker Branch,NAC,Tennessee,United States of America,35.958333,-84.2875,265,NA,14.31,NAC,NAC,1475.43,NA,clay loam,NAC,NA,NA,NA,"www Ameriflux,Hanson et al 2003,Malhi et al 1999",252,Nearctic,Cfa,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1882,Walker Branch (WB) Forest,Oak Ridge ,Tennessee,United States of America,35.95,-84.283,310,NA,13.8,NAC,NAC,1352,NA,34:3:63% sand:silt:clay,Ultisol,"Soils are fairly acidic ultisols, typic paleudult, with depth to bedrock approximately 30 m. ",NA,NA,NA,252,Nearctic,Cfa,Temperate mountain system,NA,extratropical,,Bety-DB data download 4/10/2014 (Matlab output),
1883,Walker Branch_2,NAC,Tennessee,United States of America,35.97,-84.28,265,NA,13.3,NAC,NAC,1400,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_104,",252,Nearctic,Cfa,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1884,Walker Branch_3,NAC,Tennessee,United States of America,35.97,-84.28,265,NA,13.3,NAC,NAC,1400,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_105,",252,Nearctic,Cfa,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1885,Walker Branch_4,NAC,Tennessee,United States of America,35.97,-84.28,265,NA,13.3,NAC,NAC,1400,NA,clay loam,NAC,NA,NA,NA,"DeAngelis et al 1981 IBP_106,",252,Nearctic,Cfa,Temperate mountain system,NA,extratropical,*,Luyssaert2007,Maria
1886,"Wandashan Populus, Betula",Raohe,Heilongjiang,China,46.8,134,NAC,NA,1.9,NAC,NAC,719,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dwb,Temperate continental forest,NA,extratropical,,Liu 2014: #582,Maria
1887,Wangtai,Nanping,Fujian,China,26.47,117.95,NAC,NA,19.3,NAC,NAC,1669,NA,NAC,NAC,NA,NA,NA,prim ref: CERN,NA,IndoMalay,Cfa,Subtropical humid forest,NA,extratropical,,Liu 2014: #18,Maria
1888,Warings Woods,NAC,Oregon,United States of America,44.6,-123.22,170,NA,11.2,NAC,NAC,980,NA,clay loam,NAC,NA,NA,NA,"Williams et al 1997,Runyon et al 1994, Law BE, pers. Comm.",260,Nearctic,Csb,Temperate oceanic forest,NA,extratropical,*,Luyssaert2007,Maria
1889,Washington 1,NAC,Washington,United States of America,47,-122.67,NAC,NA,10.1,NAC,NAC,1789,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Csb,Temperate oceanic forest,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #208,Maria
1890,Washington 2,NAC,Washington,United States of America,46,-122,NAC,NA,12.5,NAC,NAC,1000,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #209,Maria
1891,Washington Cascades 1 (cool temperate montane),NAC,Washington,United States of America,46.8,-121.7,NAC,NA,6.4,NAC,NAC,2375,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #211,Maria
1892,Washington Cascades 2 (cool temperate montane),NAC,Washington,United States of America,46.8,-121.7,NAC,NA,5.4,NAC,NAC,2700,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Csb,Temperate mountain system,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #210,Maria
1893,Washington coast (cool temperate montane),NAC,Washington,United States of America,47.7,-123.9,NAC,NA,8.5,NAC,NAC,3356,NA,NAC,NAC,NA,NA,NA,NA,NA,Nearctic,Cfb,Temperate mountain system,NA,extratropical,,Keith et al. 2009 (in Liu 2014): #212,Maria
1894,Wave-regenerated Balsam Fir chronosequence,NAC,New York,United States of America,44.366667,-73.9,1200,NA,-0.5,-13,12,1250,NA,NAC,NAC,"Typically young and thin, rarely > 50 cm deep and often < 15 cm. They tend to be highly organic (loss on ignition 35-70%) and strongly acidic (pH 3.5-5.0).",NA,almost entirely Balsam fir (99+%),NA,197,Nearctic,Dfb,Temperate mountain system,NA,extratropical,,,
1895,Web-FACE ,Basel,Solothurn,Switzerland,47.467,7.5,NAC,NA,10,NAC,NAC,990,NA,silty clay loam,NAC,NA,NA,NA,NA,268,Palearctic,Cfb,Temperate mountain system,NA,extratropical,,Bety-DB data download 4/10/2014 (Matlab output),
1896,Weidong,Tahe,Heilongjiang,China,52.3,124.7,NAC,NA,-4.2,NAC,NAC,519,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Dwc,Boreal coniferous forest,NA,extratropical,,Liu 2014: #340,Maria
1897,Weixi 1,Diqing,Yunnan,China,27.45,98.96,NAC,NA,7.5,NAC,NAC,1235,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Cwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #463,Maria
1898,Weixi 2,Diqing,Yunnan,China,27.53,98.96,NAC,NA,10,NAC,NAC,1254,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Cwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #464,Maria
1899,Weixi 3,Diqing,Yunnan,China,27.53,99.2,NAC,NA,6.6,NAC,NAC,1173,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Cwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #465,Maria
1900,Weixi 4,Diqing,Yunnan,China,27.36,99.34,NAC,NA,8.1,NAC,NAC,1130,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Cwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #480,Maria
1901,Weixi 5,Diqing,Yunnan,China,27.1,99.2,NAC,NA,6.9,NAC,NAC,1158,NA,NAC,NAC,NA,NA,NA,NA,NA,Palearctic,Cwb,Subtropical mountain system,NA,extratropical,,Liu 2014: #481,Maria
