measurementID,sites.sitename,plot.name,stand.age,dominantveg,scientificname,acceptedsymbol,Regentype,UTBE,variables.name,method_id,date,dateloc,start_date,start_dateloc,end_date,end_dateloc,mean,n,statname,stat,notes,covariate_1,coV1_value,coV1_units,covariate_2,coV2_value,coV2_units,covariate_3,coV3_value,coV3_units,dupcode,dupnum,citations.doi,citations.author,citations.year,citations.title,loaded_from
2535,Congo Eucalyptus plantation chronosequence,Plantation.5.2-y,5.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafCa,NAC,NI,9,NI,9,NI,9,0.41,NI,SD,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2536,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafCa,NAC,NI,9,NI,9,NI,9,0.35,NI,SD,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2537,Congo Eucalyptus plantation chronosequence,Plantation.1.1-y,1.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafK,NAC,NI,9,NI,9,NI,9,0.54,NI,SD,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2538,Congo Eucalyptus plantation chronosequence,Plantation.2.1-y,2.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafK,NAC,NI,9,NI,9,NI,9,0.46,NI,SD,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2539,Congo Eucalyptus plantation chronosequence,Plantation.4.2-y,4.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafK,NAC,NI,9,NI,9,NI,9,0.4,NI,SD,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2540,Congo Eucalyptus plantation chronosequence,Plantation.5.2-y,5.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafK,NAC,NI,9,NI,9,NI,9,0.4,NI,SD,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2541,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafK,NAC,NI,9,NI,9,NI,9,0.42,NI,SD,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2542,Congo Eucalyptus plantation chronosequence,Plantation.1.1-y,1.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafMg,NAC,NI,9,NI,9,NI,9,0.49,NI,SD,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2543,Congo Eucalyptus plantation chronosequence,Plantation.2.1-y,2.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafMg,NAC,NI,9,NI,9,NI,9,0.47,NI,SD,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2544,Congo Eucalyptus plantation chronosequence,Plantation.4.2-y,4.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafMg,NAC,NI,9,NI,9,NI,9,0.44,NI,SD,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2545,Congo Eucalyptus plantation chronosequence,Plantation.5.2-y,5.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafMg,NAC,NI,9,NI,9,NI,9,0.44,NI,SD,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2546,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafMg,NAC,NI,9,NI,9,NI,9,0.33,NI,SD,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2547,Congo Eucalyptus plantation chronosequence,Plantation.1.1-y,1.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafN,NAC,NI,9,NI,9,NI,9,1.87,NI,SD,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2548,Congo Eucalyptus plantation chronosequence,Plantation.2.1-y,2.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafN,NAC,NI,9,NI,9,NI,9,1.9,NI,SD,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2549,Congo Eucalyptus plantation chronosequence,Plantation.4.2-y,4.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafN,NAC,NI,9,NI,9,NI,9,2.1,NI,SD,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2550,Congo Eucalyptus plantation chronosequence,Plantation.5.2-y,5.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafN,NAC,NI,9,NI,9,NI,9,1.98,NI,SD,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2551,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafN,NAC,NI,9,NI,9,NI,9,2.13,NI,SD,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2552,Congo Eucalyptus plantation chronosequence,Plantation.1.1-y,1.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafP,NAC,NI,9,NI,9,NI,9,0.181,NI,SD,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2553,Congo Eucalyptus plantation chronosequence,Plantation.2.1-y,2.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafP,NAC,NI,9,NI,9,NI,9,0.173,NI,SD,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2554,Congo Eucalyptus plantation chronosequence,Plantation.4.2-y,4.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafP,NAC,NI,9,NI,9,NI,9,0.165,NI,SD,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2555,Congo Eucalyptus plantation chronosequence,Plantation.5.2-y,5.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafP,NAC,NI,9,NI,9,NI,9,0.166,NI,SD,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2556,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,leafP,NAC,NI,9,NI,9,NI,9,0.152,NI,SD,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2557,Congo Eucalyptus plantation chronosequence,Plantation.1.1-y,1.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,stemN,NAC,NI,9,NI,9,NI,9,0.63,NI,SD,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2558,Congo Eucalyptus plantation chronosequence,Plantation.2.1-y,2.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,stemN,NAC,NI,9,NI,9,NI,9,0.55,NI,SD,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2559,Congo Eucalyptus plantation chronosequence,Plantation.4.2-y,4.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,stemN,NAC,NI,9,NI,9,NI,9,0.6,NI,SD,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2560,Congo Eucalyptus plantation chronosequence,Plantation.5.2-y,5.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,stemN,NAC,NI,9,NI,9,NI,9,0.58,NI,SD,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2561,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,stemN,NAC,NI,9,NI,9,NI,9,0.54,NI,SD,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2562,Congo Eucalyptus plantation chronosequence,Plantation.1.1-y,1.1,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,rootN,NAC,NI,9,NI,9,NI,9,0.93,NI,SD,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2563,Congo Eucalyptus plantation chronosequence,Plantation.4.2-y,4.2,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,rootN,NAC,NI,9,NI,9,NI,9,1,NI,SD,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2564,Congo Eucalyptus plantation chronosequence,Plantation.7.3-y,7.3,2TB,Eucalyptus hybrid E. PF1,EUCAL,plantation,not utbe,rootN,NAC,NI,9,NI,9,NI,9,1.08,NI,SD,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00146-2,Laclau,2000,Dynamics of biomass and nutrient accumulation in a clonal plantation of Eucalyptus in Congo,
2565,Lajas Valley plantation,Casuarina equisetifolia,1,2TREE,Casuarina equisetifolia,CAEQ,plantation,not utbe,Biomass_ag,NAC,2/1/1981,6,NA,9,NA,9,13.6,6,SE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2566,Lajas Valley plantation,Albizia procera,1,2TDB,Albizia procera,ALPR,plantation,not utbe,Biomass_ag,NAC,2/1/1981,6,NA,9,NA,9,17,6,SE,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2567,Lajas Valley plantation,Eucalyptus robusta,1,2TEB,Eucalyptus robusta,EURO2,plantation,not utbe,Biomass_ag,NAC,2/1/1981,6,NA,9,NA,9,18.9,6,SE,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2568,Lajas Valley plantation,Leucaena leucocephala (K-8) exotic,1,2TDB,Leucaena leucocephala,LELE10,plantation,not utbe,Biomass_ag,NAC,2/1/1981,6,NA,9,NA,9,8,6,SE,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2569,Lajas Valley plantation,Leucaena leucocephala (P.R.) native,1,2TDB,Leucaena leucocephala,LELE10,plantation,not utbe,Biomass_ag,NAC,2/1/1981,6,NA,9,NA,9,4,6,SE,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2570,Lajas Valley plantation,Casuarina equisetifolia,5.5,2TREE,Casuarina equisetifolia,CAEQ,plantation,not utbe,Biomass_ag,NAC,8/1/1985,6,NA,9,NA,9,199,3,SE,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2571,Lajas Valley plantation,Albizia procera,5.5,2TDB,Albizia procera,ALPR,plantation,not utbe,Biomass_ag,NAC,8/1/1985,6,NA,9,NA,9,124,3,SE,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2572,Lajas Valley plantation,Eucalyptus robusta,5.5,2TEB,Eucalyptus robusta,EURO2,plantation,not utbe,Biomass_ag,NAC,8/1/1985,6,NA,9,NA,9,67,3,SE,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2573,Lajas Valley plantation,Leucaena leucocephala (K-8) exotic,5.5,2TDB,Leucaena leucocephala,LELE10,plantation,not utbe,Biomass_ag,NAC,8/1/1985,6,NA,9,NA,9,47,3,SE,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2574,Lajas Valley plantation,Leucaena leucocephala (P.R.) native,5.5,2TDB,Leucaena leucocephala,LELE10,plantation,not utbe,Biomass_ag,NAC,8/1/1985,6,NA,9,NA,9,33.2,3,SE,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2575,Lajas Valley plantation,Casuarina equisetifolia,5.5,2TREE,Casuarina equisetifolia,CAEQ,plantation,not utbe,Organic layer,NAC,8/1/1985,6,NA,9,NA,9,16.2,16,SE,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2576,Lajas Valley plantation,Albizia procera,5.5,2TDB,Albizia procera,ALPR,plantation,not utbe,Organic layer,NAC,8/1/1985,6,NA,9,NA,9,10.2,16,SE,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2577,Lajas Valley plantation,Eucalyptus robusta,5.5,2TEB,Eucalyptus robusta,EURO2,plantation,not utbe,Organic layer,NAC,8/1/1985,6,NA,9,NA,9,11.8,16,SE,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2578,Lajas Valley plantation,Leucaena leucocephala (K-8) exotic,5.5,2TDB,Leucaena leucocephala,LELE10,plantation,not utbe,Organic layer,NAC,8/1/1985,6,NA,9,NA,9,7,16,SE,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2579,Lajas Valley plantation,Leucaena leucocephala (P.R.) native,5.5,2TDB,Leucaena leucocephala,LELE10,plantation,not utbe,Organic layer,NAC,8/1/1985,6,NA,9,NA,9,6.5,16,SE,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/0378-1127(90)90158-8,Lugo,1990,A comparative analysis of biomass production in five tropical tree species,
2580,Guaria Annex at La Selva,Plantation 1 J. copaia,3,2TEB,Jacaranda copaia,JACAR,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,2.23,4,SE,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2581,Guaria Annex at La Selva,Plantation 1 V. guatemalensis,3,2TDB,Vochysia guatemalensis,nocode,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,4.03,4,SE,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2582,Guaria Annex at La Selva,Plantation 1 C. brasiliense,3,2TEB,Callophylum brasiliense,nocode,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,5.89,4,SE,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2583,Guaria Annex at La Selva,Plantation 1 S. microstachyum,3,2TB,Stryphnodendron microstachyum,STRYP,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,0.2,4,SE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2584,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,3,2TB,NA,2TB,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,3.13,4,SE,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2585,Guaria Annex at La Selva,Plantation 2 T. amazonia,3,2TEB,Terminalia amazonia,TERMI,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,4.19,4,SE,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2586,Guaria Annex at La Selva,Plantation 2 D. panamensis,3,2TDB,Dipteryx panamensis,DIPTE,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,3.22,4,SE,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2587,Guaria Annex at La Selva,Plantation 2 V. koschnyi,3,2TB,Virola koschnyi,VIROL,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,3.61,4,SE,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2588,Guaria Annex at La Selva,Plantation 2 A. guachapele,3,2TDB,Albizia guachapele,ALBIZ,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,0.54,4,SE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2589,Guaria Annex at La Selva,Plantation 2 Four sps. Mixture,3,2TB,NA,2TB,plantation,not utbe,Biomass_foliage,420,1/1/1994,8,NA,9,NA,9,4.68,4,SE,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2590,Guaria Annex at La Selva,Plantation 1 J. copaia,3,2TEB,Jacaranda copaia,JACAR,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,44.38,4,SE,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2591,Guaria Annex at La Selva,Plantation 1 V. guatemalensis,3,2TDB,Vochysia guatemalensis,nocode,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,23.25,4,SE,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2592,Guaria Annex at La Selva,Plantation 1 C. brasiliense,3,2TEB,Callophylum brasiliense,nocode,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,12.91,4,SE,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2593,Guaria Annex at La Selva,Plantation 1 S. microstachyum,3,2TB,Stryphnodendron microstachyum,STRYP,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,2.26,4,SE,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2594,Guaria Annex at La Selva,Plantation 1 Four sps. Mixture,3,2TB,NA,2TB,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,29.16,4,SE,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2595,Guaria Annex at La Selva,Plantation 2 T. amazonia,3,2TEB,Terminalia amazonia,TERMI,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,28.36,4,SE,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2596,Guaria Annex at La Selva,Plantation 2 D. panamensis,3,2TDB,Dipteryx panamensis,DIPTE,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,25.94,4,SE,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2597,Guaria Annex at La Selva,Plantation 2 V. koschnyi,3,2TB,Virola koschnyi,VIROL,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,22.08,4,SE,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2598,Guaria Annex at La Selva,Plantation 2 A. guachapele,3,2TDB,Albizia guachapele,ALBIZ,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,9.82,4,SE,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2599,Guaria Annex at La Selva,Plantation 2 Four sps. Mixture,3,2TB,NA,2TB,plantation,not utbe,Biomass_ags,419,1/1/1994,8,NA,9,NA,9,34.46,4,SE,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2600,Guaria Annex at La Selva,Plantation 1 J. copaia,3,2TEB,Jacaranda copaia,JACAR,plantation,not utbe,Biomass_ag,379,1/1/1994,8,NA,9,NA,9,46.6,4,SE,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
2601,Guaria Annex at La Selva,Plantation 1 V. guatemalensis,3,2TDB,Vochysia guatemalensis,nocode,plantation,not utbe,Biomass_ag,379,1/1/1994,8,NA,9,NA,9,27.3,4,SE,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(99)00262-5,Montagnini,2000,Accumulation in above-ground biomass and soil storage of mineral nutrients in pure and mixed plantations in a humid tropical lowland,
