"","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","coordinates.precision","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","continent","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential_duplicate_group_manual","duplicate.notes","optional","WC_MAT","WC_MAP","WC_warmest","WC_coldest","climate.data.suspect"
"4424",4560,"Shanxi 28",NA,NA,NA,"NAC","","China",36.7,111.18,"NAC","1630",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4817",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.42083311080933,520,19,-7.80000019073486,NA
"4425",4561,"Shanxi 29",NA,NA,NA,"NAC","","China",37.13,111.18,"NAC","1530",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4818",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.24583339691162,510,19.2000007629395,-8.5,NA
"4426",4562,"Shanxi 30",NA,NA,NA,"NAC","","China",37.22,111.18,"NAC","1640",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4819",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.15416669845581,504,19.2000007629395,-8.60000038146973,NA
"4427",4563,"Shanxi 31",NA,NA,NA,"NAC","","China",37.28,111.18,"NAC","1530",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4820",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.10833311080933,497,20.3999996185303,-8.10000038146973,NA
"4428",4564,"Shanxi 32",NA,NA,NA,"NAC","","China",36.52,111.2,"NAC","1500",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4821",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.05000019073486,524,19.6000003814697,-7.19999980926514,NA
"4429",4565,"Shanxi 33",NA,NA,NA,"NAC","","China",36.58,111.2,"NAC","1650",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4822",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.03749990463257,524,18.6000003814697,-8,NA
"4430",4566,"Shanxi 34",NA,NA,NA,"NAC","","China",36.77,111.2,"NAC","1650",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4823",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.25,521,18.7999992370605,-7.80000019073486,NA
"4431",4567,"Shanxi 35",NA,NA,NA,"NAC","","China",36.8,111.2,"NAC","1550",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4824",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.68333339691162,515,19.2999992370605,-7.5,NA
"4432",4568,"Shanxi 36",NA,NA,NA,"NAC","","China",36.83,111.2,"NAC","1470",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4825",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.18333339691162,509,19.8999996185303,-7.19999980926514,NA
"4433",4569,"Shanxi 37",NA,NA,NA,"NAC","","China",37.05,111.2,"NAC","1780",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4826",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.71250009536743,513,18.2999992370605,-8.39999961853027,NA
"4434",4570,"Shanxi 38",NA,NA,NA,"NAC","","China",37.08,111.2,"NAC","1970",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4827",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,4.70833301544189,523,17.2999992370605,-9.30000019073486,NA
"4435",4571,"Shanxi 39",NA,NA,NA,"NAC","","China",37.12,111.2,"NAC","1750",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4828",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.80416679382324,511,18.6000003814697,-8.80000019073486,NA
"4436",4572,"Shanxi 40",NA,NA,NA,"NAC","","China",36.45,111.22,"NAC","1550",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4829",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,8.02499961853027,519,20.7000007629395,-6.40000009536743,NA
"4437",4573,"Shanxi 41",NA,NA,NA,"NAC","","China",36.6,111.22,"NAC","1580",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4830",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.59583330154419,521,19.2999992370605,-7.59999990463257,NA
"4438",4574,"Shanxi 42",NA,NA,NA,"NAC","","China",36.63,111.22,"NAC","1580",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4831",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,8.05833339691162,507,20.8999996185303,-6.59999990463257,NA
"4439",4575,"Shanxi 43",NA,NA,NA,"NAC","","China",37.12,111.23,"NAC","1700",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4832",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.5,513,18.2999992370605,-9,NA
"4440",4576,"Shanxi 44",NA,NA,NA,"NAC","","China",37.25,111.23,"NAC","1500",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4833",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.73333311080933,499,19.8999996185303,-8.19999980926514,NA
"4441",4577,"Shanxi 45",NA,NA,NA,"NAC","","China",37.3,111.23,"NAC","1395",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4834",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.41666650772095,499,19.7000007629395,-8.60000038146973,NA
"4442",4578,"Shanxi 46",NA,NA,NA,"NAC","","China",36.37,111.25,"NAC","1350",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4835",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.70833349227905,524,20.3999996185303,-6.59999990463257,NA
"4443",4579,"Shanxi 47",NA,NA,NA,"NAC","","China",36.43,111.25,"NAC","1540",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4836",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.69166660308838,523,20.2999992370605,-6.59999990463257,NA
"4444",4580,"Shanxi 48",NA,NA,NA,"NAC","","China",37.05,111.25,"NAC","1803",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4837",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.07083320617676,515,18.7000007629395,-8.10000038146973,NA
"4445",4581,"Shanxi 49",NA,NA,NA,"NAC","","China",37.08,111.25,"NAC","1850",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4838",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.59583330154419,519,18.2000007629395,-8.60000038146973,NA
"4446",4582,"Shanxi 50",NA,NA,NA,"NAC","","China",37.12,111.25,"NAC","1720",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4839",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.0625,510,18.8999996185303,-8.5,NA
"4447",4583,"Shanxi 51",NA,NA,NA,"NAC","","China",37.22,111.25,"NAC","1500",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4840",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.36249971389771,501,19.3999996185303,-8.39999961853027,NA
"4448",4584,"Shanxi 52",NA,NA,NA,"NAC","","China",37.27,111.25,"NAC","1589",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4841",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6,502,19.1000003814697,-8.89999961853027,NA
"4449",4585,"Shanxi 54",NA,NA,NA,"NAC","","China",36.67,111.27,"NAC","1650",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4843",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.76666688919067,525,19.2999992370605,-7.40000009536743,NA
"4450",4586,"Shanxi 55",NA,NA,NA,"NAC","","China",37.07,111.27,"NAC","1480",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4844",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.88333320617676,515,18.5,-8.30000019073486,NA
"4451",4587,"Shanxi 56",NA,NA,NA,"NAC","","China",36.33,111.29,"NAC","1400",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4845",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.97499990463257,529,20.6000003814697,-6.30000019073486,NA
"4452",4588,"Shanxi 57",NA,NA,NA,"NAC","","China",36.42,111.29,"NAC","1900",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4846",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.68333339691162,527,20.2999992370605,-6.59999990463257,NA
"4453",4589,"Shanxi 58",NA,NA,NA,"NAC","","China",36.73,111.29,"NAC","1290",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4847",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,8.24583339691162,507,21,-6.19999980926514,NA
"4454",4590,"Shanxi 59",NA,NA,NA,"NAC","","China",37.05,111.29,"NAC","1150",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4848",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.79583358764648,512,19.5,-7.5,NA
"4455",4591,"Shanxi 60",NA,NA,NA,"NAC","","China",37.08,111.29,"NAC","1244",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4849",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.16666650772095,512,18.7999992370605,-8.10000038146973,NA
"4456",4592,"Shanxi 61",NA,NA,NA,"NAC","","China",36.48,111.31,"NAC","1500",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4850",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.39583349227905,533,19.8999996185303,-6.59999990463257,NA
"4457",4593,"Shanxi 62",NA,NA,NA,"NAC","","China",37.07,111.31,"NAC","1430",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4851",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.82500028610229,507,19.5,-7.5,NA
"4458",4594,"Shanxi 63",NA,NA,NA,"NAC","","China",37.1,111.31,"NAC","1630",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4852",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.71666669845581,510,19.3999996185303,-7.69999980926514,NA
"4459",4595,"Shanxi 64",NA,NA,NA,"NAC","","China",37.35,111.32,"NAC","1550",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4853",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.36666679382324,500,19.3999996185303,-8.60000038146973,NA
"4460",4596,"Shanxi 65",NA,NA,NA,"NAC","","China",37.4,111.32,"NAC","1800",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4854",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.41249990463257,510,18.5,-9.30000019073486,NA
"4461",4597,"Shanxi 71",NA,NA,NA,"NAC","","China",37.4,111.34,"NAC","1840",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4860",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,4.92500019073486,514,17.8999996185303,-9.69999980926514,NA
"4462",4598,"Shanxi 74",NA,NA,NA,"NAC","","China",34.98,111.35,"NAC","1150",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4863",1442,"Asia","Palearctic","Cwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,9.57499980926514,625,21.3999996185303,-3.40000009536743,NA
"4463",4599,"Shanxi 75",NA,NA,NA,"NAC","","China",36.45,111.36,"NAC","1440",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4864",436,"Asia","Palearctic","Dwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,8.22916698455811,526,20.7999992370605,-5.90000009536743,NA
"4464",4600,"Shanxi 76",NA,NA,NA,"NAC","","China",37.4,111.36,"NAC","1825",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4865",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.4375,509,18.5,-9.39999961853027,NA
"4465",4601,"Shanxi 77",NA,NA,NA,"NAC","","China",37.9,111.36,"NAC","1711",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4866",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,4.82916641235352,496,18.2999992370605,-10.6000003814697,NA
"4466",4602,"Shanxi 80",NA,NA,NA,"NAC","","China",34.97,111.37,"NAC","1290",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4869",1442,"Asia","Palearctic","Cwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,10.0374994277954,612,21.8999996185303,-3,NA
"4467",4603,"Shanxi 85",NA,NA,NA,"NAC","","China",37.12,111.38,"NAC","1340",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4874",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,7.5625,501,20.3999996185303,-7,NA
"4468",4604,"Shanxi 86",NA,NA,NA,"NAC","","China",37.2,111.38,"NAC","1482",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4875",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.98333358764648,505,19.8999996185303,-7.69999980926514,NA
"4469",4605,"Shanxi 87",NA,NA,NA,"NAC","","China",37.3,111.38,"NAC","1520",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4876",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.30000019073486,506,19.2999992370605,-8.5,NA
"4470",4606,"Shanxi 88",NA,NA,NA,"NAC","","China",37.37,111.38,"NAC","1780",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4877",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.73333358764648,509,18.7000007629395,-9.10000038146973,NA
"4471",4607,"Shanxi 89",NA,NA,NA,"NAC","","China",37.48,111.38,"NAC","1480",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4878",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.38749980926514,502,19.7000007629395,-8.80000019073486,NA
"4472",4608,"Shanxi 90",NA,NA,NA,"NAC","","China",37.67,111.39,"NAC","1550",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4879",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.69166660308838,497,19,-9.5,NA
"4473",4609,"Shanxi 91",NA,NA,NA,"NAC","","China",37.85,111.39,"NAC","1810",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4880",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,3.72083330154419,515,16.8999996185303,-11.1999998092651,NA
"4474",4610,"Shanxi 94",NA,NA,NA,"NAC","","China",37.42,111.41,"NAC","1659",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4883",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,6.41249990463257,500,19.7000007629395,-8.89999961853027,NA
"4475",4611,"Shanxi 96",NA,NA,NA,"NAC","","China",34.97,111.42,"NAC","1350",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4885",1442,"Asia","Palearctic","Cwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,10.4624996185303,611,22.3999996185303,-2.70000004768372,NA
"4476",4612,"Shanxi 97",NA,NA,NA,"NAC","","China",37.48,111.43,"NAC","1712",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4886",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,5.84166669845581,505,19,-9.19999980926514,NA
"4477",4613,"Shanxi 98",NA,NA,NA,"NAC","","China",37.7,111.43,"NAC","1985",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4887",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,4.35833311080933,511,17.5,-10.5,NA
"4478",4614,"Shanxi 99",NA,NA,NA,"NAC","","China",37.98,111.43,"NAC","1680",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4888",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,4.82916641235352,496,18.3999996185303,-10.8000001907349,NA
"4479",4615,"Shanxi 103",NA,NA,NA,"NAC","","China",34.97,111.44,"NAC","1110",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4892",1442,"Asia","Palearctic","Cwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,11.1666669845581,600,23.1000003814697,-2.09999990463257,NA
"4480",4616,"Shanxi 104",NA,NA,NA,"NAC","","China",35.33,111.44,"NAC","1180",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4893",1442,"Asia","Palearctic","Cwa","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,11.8291664123535,554,24.3999996185303,-2.29999995231628,NA
"4481",4617,"Shanxi 105",NA,NA,NA,"NAC","","China",37.67,111.45,"NAC","1810",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4894",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,4.59999990463257,510,17.7000007629395,-10.3000001907349,NA
"4482",4618,"Shanxi 106",NA,NA,NA,"NAC","","China",37.68,111.45,"NAC","2010",NA,NA,NA,NA,NA,NA,"NAC","NAC","NAC","NAC","",NA,NA,"GROA site.id #4895",436,"Asia","Palearctic","Dwb","Temperate mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",0,"0",NA,NA,NA,TRUE,3.71666646003723,522,16.7999992370605,-10.8999996185303,NA
